bio_passenger_1,bio_passenger_2,bio_passenger_3,bio_passenger_4,bio_passenger_captured
0.00337527,0.001715531,0.005207125,0.003958446,-0.000866835
-0.004642909,0.016141674,0.003086425,-0.007766587,-0.005249976
0.003006053,0.014743491,0.004262847,-0.004359782,0.000351121
-0.039530665,-0.01817899,-0.039727226,-0.009481452,-0.030583387
-0.001173894,-0.001564619,-0.006424682,-0.00155642,-0.000650984
-0.02332969,-0.014576978,-0.0272396,-0.003929548,-0.013546496
0.031197544,0.007452872,0.018626306,0.006350379,0.027078301
-0.036356691,0.01176131,0.011614909,0.006794499,-0.039160825
-0.006544829,0.020065486,-0.013323198,0.004416766,-0.014322554
0.00370082,0.012844617,-0.014504639,-0.00444366,-0.005256859
-0.042472374,0.016837506,0.002735885,-0.003088801,-0.050470009
-0.04125578,0.010859728,-0.018045966,-0.00751642,-0.040570963
-0.010662961,0.027118463,0.007765637,0.011975661,-0.021821029
-0.029764328,-0.008555694,0.006139735,-0.010575583,-0.033240709
-0.024698639,0.004054391,0.007304863,-0.004404845,-0.033109754
-0.015899953,0.013590106,0.03666047,0.008197314,-0.010995794
-0.001368626,-0.006170277,0.014277112,0.009757705,0.006214264
-0.026574189,0.001551352,-0.009926133,-0.006236633,-0.01706695
-0.034212634,-0.017351789,-0.034540154,-0.021426674,-0.027962504
-0.011197969,-0.020833408,-0.002189185,0.005350189,-0.016790703
-0.010195449,0.006930895,0.021573056,0.003505128,-0.014583661
0.022095354,-0.006436535,0.012474108,-0.001838199,0.029137384
0.006154582,0.005951732,0.014525725,0.01683351,0.002229119
0.019475248,-0.013540789,0.038708325,0.004614512,0.024194162
0.030932318,0.019114081,0.016339561,-0.005609355,0.02593594
-0.055766005,-0.012843502,0.006271069,-0.006742653,-0.050038379
0.028773924,-0.003296248,-0.006668809,0.003437184,0.02612805
0.008369808,-0.009454688,0.023175774,-0.000716451,0.018186178
-0.006411141,-0.017869066,0.038581461,-0.005523545,0.007902541
-0.025488222,-0.013041593,0.019003559,-0.000259477,-0.022990629
0.013094461,-0.009376279,-0.006010266,-0.006887292,0.014396159
-0.024758721,-0.034999624,-0.019784197,-0.019024018,-0.023517288
-0.008774186,-0.016334549,0.012585817,-0.001448604,-0.009444759
-0.012351798,0.022385582,0.015186934,0.001490405,-0.025388565
-0.004844547,0.007914312,-0.005185978,0.008807508,-0.007729487
0.030886943,-0.003559106,0.012465427,-0.002936031,0.033450574
-0.011930034,0.013940424,-0.06453944,-0.01508978,-0.019697165
-0.015427848,-0.000261962,-0.037873887,-0.006619691,-0.007032923
0.020940088,0.001358137,0.0000338,-0.003920662,0.01800406
0.014342677,0.031379711,0.00000259,-0.021295976,0.011192436
-0.007829053,0.011577197,0.00433128,-0.007412304,-0.015318309
0.027800733,-0.009132024,-0.008473329,-0.019315558,0.032307222
-0.005876579,0.006752021,0.005854216,-0.0077661,-0.006799214
0.011901341,-0.001223235,0.025466176,0.006386429,0.01338198
-0.055005733,-0.00023819,-0.009152609,-0.015917737,-0.043251175
-0.022975765,-0.011654325,0.023402251,-0.008248826,-0.023732988
0.026668698,0.006781942,0.004647266,0.001599583,0.019758318
0.018156728,0.003927672,0.011690059,0.004726674,0.019430738
0.001762692,-0.003937792,-0.020583767,0.01166843,0.003612709
-0.001929097,0.005308536,0.00932316,0.009498297,6.9054E-05
-0.011431062,0.01179753,-0.02743081,0.005330842,-0.004845902
-0.036171868,0.016480219,0.007446984,0.008848548,-0.037185736
-0.019050835,-0.01056673,-0.022920504,-0.008413055,-0.023439277
-0.014140051,0.020238822,-0.016185606,0.002317943,-0.009130419
0.009877346,0.005008108,-0.009024654,-0.000611911,0.015856175
-0.022688482,0.009996735,-0.021057557,-0.001399232,-0.013524647
0.020344904,-0.003095709,0.007520141,0.002947198,0.002472327
-0.024120821,0.00262419,-0.013019844,-0.010034692,-0.01506508
0.009539357,0.014527925,0.028242011,0.004810433,0.001728245
0.034483124,-0.005577317,0.03726393,0.008619428,0.029332845
0.01918935,-0.004036419,0.026376268,0.002379099,0.028897926
-0.020797903,0.007996884,-0.012424101,-0.000827651,-0.013986752
-0.017968914,0.014869484,-0.023395827,-0.01697986,-0.02734956
0.018416302,0.007118916,0.009492471,0.005103663,0.01583744
0.033567823,0.025221417,-0.030495973,0.008435721,0.02228469
-0.018793415,-0.011166665,-0.008169096,-0.00448984,-0.0118076
0.01117081,0.020635199,-0.026590053,0.008500379,0.00470205
0.043890987,0.038645264,0.002801368,-0.000718823,0.034835085
0.017563937,-0.026679592,0.005814546,-0.000594439,0.016156688
0.014792437,-0.001843259,0.007860476,-0.000691157,0.020004388
-0.003382342,0.004187149,0.027579937,0.002314007,-0.007743937
-0.039708637,0.005913613,-0.063093707,-0.018672075,-0.032435641
-0.024070375,0.001788932,0.010123002,0.0201838,-0.024131438
-0.03649947,-0.014038999,-0.013534303,-0.008642855,-0.031352203
-0.027686421,0.005046509,-0.016532825,-0.011377373,-0.025970478
0.000913188,-0.009268099,-0.010051183,0.006077782,0.004615109
-0.003648656,0.022532471,0.005742686,0.008076551,-0.01189173
-0.016745949,-0.003684316,0.004263528,-0.002307846,-0.014301456
-0.010196088,0.009168502,-0.02699255,-0.020137265,-0.005243376
-0.000801664,-0.006671587,0.018948458,0.002152493,-0.005450832
0.025812935,-0.002032726,0.008698672,0.008007848,0.020178324
0.020834675,-0.022664849,0.010053446,0.008905794,0.022710653
0.009531792,0.001610867,-0.000774416,-0.000841358,0.009991363
-0.006902866,-0.003843937,0.015481205,0.010351733,-0.004142489
0.027149461,-0.004676822,-0.013923449,0.013114884,0.024812706
-0.030164609,0.003056488,-0.004551945,-0.002209379,-0.019324373
-0.016420389,0.001279568,-0.024229916,0.008880692,-0.01642458
0.006037831,-0.00288721,-0.038673338,-0.001260198,0.004294282
0.030104952,0.004158929,0.011892726,0.010213176,0.027845662
-0.027737105,-0.008604327,-0.066379622,-0.006687642,-0.030990848
-0.014921676,-0.025163671,-0.005232254,-0.000441767,-0.019525385
0.017044669,0.000385112,0.014228229,0.015450467,0.022269916
-0.039174087,0.012442622,-0.037986957,-0.020026866,-0.031005656
0.02736146,-0.016937494,0.02463029,0.019268529,0.030596765
-0.012796006,0.02906866,0.006149741,-0.000457148,-0.016697524
-0.00014866,-0.010490157,0.008350807,0.004833284,0.015970636
0.009890181,0.005282076,-0.021992179,-0.006835819,0.008222174
-0.021169009,-0.004035227,-0.027467756,-0.017759701,-0.02057552
0.011046398,-0.004403651,0.016460871,0.004890503,0.017898694
0.019420389,0.017080434,-0.025702089,-0.005138262,0.015996737
-0.017976712,-0.001388059,-0.020501195,0.001265981,-0.013962533
0.009873928,0.002202665,0.01462741,0.012543991,0.006858614
0.004328492,0.018254386,-0.013354323,0.01419217,0.0048486
0.025132922,-0.047825933,0.028812544,-0.011781141,0.020383636
-0.005042564,0.007355174,0.015240597,0.00581511,-0.023526669
0.025164392,-0.006208063,-0.01170156,0.006938711,0.02005605
0.012047548,-0.020104872,-0.010459643,0.003663092,0.016194282
-0.003011144,-0.014193658,-0.000722336,-0.004653733,0.009612672
-0.025585536,-0.001054366,-0.004290999,-0.014129912,-0.0215107
0.011262525,0.017743271,-0.016280731,-0.0061919,0.001049941
0.002615271,-0.010073544,0.030789565,0.003227484,-0.00109635
-0.00689006,0.008822428,0.032902073,0.004182318,-0.007432695
-0.003713392,-0.002919693,0.029407479,0.001538728,-0.000895171
-0.028181324,-0.001095614,-0.017349241,-0.014632316,-0.024888244
0.028309386,0.003591248,0.001595907,-0.006737514,0.020452581
-0.008263616,-0.007675104,-0.009274003,0.002688356,0.002997564
-0.015397391,0.000755905,-0.027077092,-0.002384849,-0.010142612
-0.01543702,0.010712172,0.001517003,0.013790105,-0.015553585
0.005020164,0.013118842,0.022013318,-0.004285185,0.00580623
0.001744505,0.029843353,-0.007903557,0.00889679,-0.001115302
-0.016490093,-0.018331904,-0.017331256,-0.010294622,-0.010346095
-0.029633336,-0.011258623,0.006614469,-0.003281833,-0.030702133
0.005940258,-0.000467901,0.007210573,0.00291636,0.000912347
0.041063461,0.008758538,0.013713403,0.020757359,0.026959138
-0.038769312,0.002864895,-0.008949241,-0.003128005,-0.042538457
0.011212748,-0.009743317,-0.002742971,-0.002298522,0.005184166
-0.011274441,0.0026032,-0.018788006,-0.000590235,-0.007935153
-0.026763821,0.005958994,0.03490752,0.003652551,-0.029883735
0.052180834,0.011356642,0.054690104,0.001220513,0.050148245
0.013502025,-0.02872302,0.000985906,0.000921149,0.01754372
-0.027164143,-0.008382192,0.005955341,-0.017613899,-0.034239374
-0.032089528,0.020036126,0.021660885,-0.004074216,-0.02586736
0.00721953,-0.00041908,0.019179484,-0.004536536,0.010218368
0.028125046,0.009339101,-0.026781887,0.00367051,0.027196337
-0.015485833,-0.012312454,0.012744004,-0.00596155,-0.009569518
0.00862625,-0.001636499,0.011264863,0.010907321,0.007381127
-0.001531641,-0.012340162,-0.008143439,-0.003117914,-0.004418733
-0.016868785,-0.007186675,-0.022401258,-0.013804354,-0.011864703
-0.015342005,0.018077899,-0.008882804,-0.001768201,-0.014969088
0.023220735,0.000300188,0.047555577,0.005103374,0.025292668
-0.041698404,-0.000178191,0.017092085,0.003340919,-0.038487915
0.030459285,-0.009868979,-0.017322032,0.01055867,0.028882876
-0.000788565,-0.033092383,0.034548156,-0.006761331,0.006651725
-0.026689211,-0.018731249,-0.021702498,-0.007891016,-0.030069673
0.014747295,-0.010392861,0.014544757,-0.011746746,0.01165144
0.028405035,0.025965439,-0.007926887,-0.001529836,0.028605534
0.012326074,-0.020459374,0.00316692,0.007511856,0.010329242
0.022529269,-0.009944652,-0.043216966,-0.031063899,0.025380615
0.004327103,-0.021764623,0.043155961,0.008124756,0.001350343
0.010635447,-0.002972707,-0.011975512,0.009886466,0.004936921
0.026077025,-0.015413528,0.00480439,0.010723842,0.03518473
0.017044794,-0.002464252,0.00331204,0.010109363,0.021570491
0.008384154,-0.0000243,0.011656068,0.01452006,-0.002149898
-0.01775796,-0.018743832,-0.027363311,-0.019024156,-0.010830261
0.001389012,0.020580227,-0.031869572,-0.015749454,-0.003658188
-0.0000221,-0.011184797,0.006659796,-0.003958171,0.002297925
0.014385517,0.003391165,-0.005588231,-0.002668651,0.013132188
0.058256239,0.003627601,0.017225403,0.021026172,0.050268158
0.035313614,-0.021449257,0.005088827,-0.001242701,0.044993609
-0.034240581,0.016771309,-0.012307401,-0.004130023,-0.041653577
-0.008186975,0.031944759,-0.028005453,0.006056224,-0.015908508
0.026341105,0.006402564,0.024854766,-0.00806387,0.015713982
0.003337453,0.00306745,-0.016063096,-0.012881801,0.005652047
-0.003918557,-0.026447328,-0.017905029,-0.019376466,0.002550587
-0.051686611,-0.003569516,-0.014994331,-0.015158219,-0.042810746
0.046335377,0.022794416,0.003254664,0.011769704,0.034843244
0.055755142,0.048153669,0.013401813,0.009805072,0.040794123
-0.001653712,0.010258079,-0.021306006,0.000119058,-0.005501338
-0.017432621,-0.016659932,-0.020271417,0.002012158,-0.021854155
0.015865568,-0.009878713,-0.006561219,-0.009283779,0.021152101
0.020120678,-0.000340603,0.027739357,0.005810942,0.025550498
0.019990122,-0.002147153,-0.004599919,0.009618566,0.00702939
-0.01375002,-0.012088546,-0.046328992,-0.007069431,-0.01235697
-0.036546305,0.013730978,-0.000983181,0.006457628,-0.035407204
0.029885415,0.003267939,0.027569147,0.012614316,0.021976173
0.014105977,-0.029049102,0.027326364,0.008975549,0.008414725
0.009891875,-0.016661223,0.024009822,0.008519251,0.003839455
-0.004317509,0.002798734,-0.018032385,-0.001809122,-0.003158832
-0.007973087,0.012754649,0.004275085,0.004585087,-0.012513692
-0.041781228,-0.00450433,-0.010605066,0.00652212,-0.042812943
-0.049881335,0.005536294,-0.01585043,-0.00231582,-0.044930737
-0.004328951,-0.00453886,-0.019032102,-0.001574507,-0.007497743
0.010104025,0.00246345,-0.001293897,0.013775736,0.005308906
0.009013391,0.003709191,0.0051182,-0.006001947,0.010329316
0.003485516,-0.004615312,-0.011164561,0.002678326,0.003055449
-0.031382263,0.007184166,-0.017606288,-0.001641843,-0.020849789
0.0111576,0.019840833,0.002289591,0.012838125,0.003017738
-0.037792116,0.020385459,-0.012090852,-0.011947358,-0.037618198
-0.023994608,-0.004281928,-0.020180473,-0.009531078,-0.021397788
0.00480197,-0.005968687,-0.014390601,0.009536221,0.015495539
0.016588118,-0.024971429,0.014905967,0.016702814,0.012876634
-0.035231855,-0.021465234,-0.002363733,-0.00836843,-0.025577586
-0.015592997,0.033112228,-0.02990015,-0.006807433,-0.026320778
0.035403967,-0.002679045,-0.00946301,0.004041371,0.029140621
0.015891742,-0.011311013,0.002386111,-0.009084286,0.006141705
0.01809038,0.00737474,0.029949619,-0.000991106,0.005486082
-0.028915303,0.013350887,-0.031447969,-0.018098781,-0.025936063
0.0000113,0.01166111,0.002905209,-0.000201772,0.001384566
0.024855033,-0.008812733,0.023199888,0.010814783,0.0297662
-0.038154598,0.012851745,-0.010185318,-0.00954349,-0.038767859
-0.020112505,-0.020820703,0.007953579,0.006744904,-0.015959892
0.002695568,-0.023123706,-0.002493915,0.01311675,0.008363072
-0.021730104,-0.000220545,-0.012070101,-0.003251958,-0.015719464
0.011018783,0.007341855,-0.011678664,-0.004091911,0.013584674
0.009274748,0.021093605,0.025364567,0.01588453,-0.003523997
0.014016575,-0.022149824,-0.020276168,0.009908592,0.01264727
0.014458055,-0.016413061,0.054383598,0.014819195,0.019406496
0.026460104,-0.005465266,0.013607285,-0.002531248,0.018360473
-0.022255274,-0.000915835,-0.026409231,-0.002515528,-0.024598362
0.020355377,-0.017919825,0.034141526,0.006097123,0.02612398
0.024916321,0.026071133,0.00494667,0.013607599,0.020216342
0.012115682,-0.011086577,0.008056754,0.003616705,0.013128706
-0.036198735,-0.014612257,0.020682914,0.007025964,-0.026282566
-0.00174759,0.005219828,0.025860049,-0.000532601,-0.001046153
0.019769199,0.012039511,-0.000550217,-0.014077757,0.018419012
-0.028002176,0.00941386,-0.013406279,0.001368951,-0.029729221
-0.022504978,0.024202364,-0.015998695,-0.005579177,-0.023944207
0.008598641,0.02300656,-0.011224754,-0.011162098,-0.000469189
-0.005371646,-0.011684481,-0.016314939,0.014274416,-0.006110895
-0.003637036,-0.025202435,-0.001237916,-0.00894568,-0.00047747
-0.003275966,-0.005702447,0.029217539,0.015298929,-0.003009981
0.0000304,-0.019596949,0.026223823,-0.000693002,0.013842911
-0.020432869,-0.035254445,0.002784201,0.003238916,-0.012497485
0.007685764,-0.013450346,0.007846314,-0.001840416,0.010488031
0.031998958,-0.024016492,-0.006199928,0.009872851,0.044765152
-0.044847317,0.027881421,-0.036196332,-0.011352948,-0.052036539
-0.024892895,-0.02549265,0.012602617,0.008338382,-0.030736323
